time,day,hour,Fatal,Serious
2000-12-24T03:00:00Z,2000-12-24,16,NA,NA
2000-12-24T04:00:00Z,2000-12-24,17,NA,NA
2000-12-24T05:00:00Z,2000-12-24,18,NA,NA
2000-12-24T06:00:00Z,2000-12-24,19,NA,NA
2000-12-24T07:00:00Z,2000-12-24,20,0,1
2000-12-24T08:00:00Z,2000-12-24,21,0,1
2000-12-24T09:00:00Z,2000-12-24,22,NA,NA
2000-12-24T10:00:00Z,2000-12-24,23,NA,NA
2000-12-24T11:00:00Z,2000-12-25,0,NA,NA
2000-12-24T12:00:00Z,2000-12-25,1,0,1
2000-12-24T13:00:00Z,2000-12-25,2,NA,NA
2000-12-24T14:00:00Z,2000-12-25,3,NA,NA
2000-12-24T15:00:00Z,2000-12-25,4,NA,NA
2000-12-24T16:00:00Z,2000-12-25,5,NA,NA
2000-12-24T17:00:00Z,2000-12-25,6,NA,NA
2000-12-24T18:00:00Z,2000-12-25,7,NA,NA
2000-12-24T19:00:00Z,2000-12-25,8,NA,NA
2000-12-24T20:00:00Z,2000-12-25,9,NA,NA
2000-12-24T21:00:00Z,2000-12-25,10,NA,NA
2000-12-24T22:00:00Z,2000-12-25,11,0,1
2000-12-24T23:00:00Z,2000-12-25,12,NA,NA
2000-12-25T00:00:00Z,2000-12-25,13,0,1
2000-12-25T01:00:00Z,2000-12-25,14,NA,NA
2000-12-25T02:00:00Z,2000-12-25,15,NA,NA
2000-12-25T03:00:00Z,2000-12-25,16,NA,NA
2000-12-25T04:00:00Z,2000-12-25,17,NA,NA
2000-12-25T05:00:00Z,2000-12-25,18,NA,NA
2000-12-25T06:00:00Z,2000-12-25,19,NA,NA
2000-12-25T07:00:00Z,2000-12-25,20,NA,NA
2000-12-25T08:00:00Z,2000-12-25,21,0,1
2000-12-25T09:00:00Z,2000-12-25,22,NA,NA
2000-12-25T10:00:00Z,2000-12-25,23,0,1
2000-12-25T11:00:00Z,2000-12-26,0,NA,NA
2000-12-25T12:00:00Z,2000-12-26,1,NA,NA
2000-12-25T13:00:00Z,2000-12-26,2,NA,NA
2000-12-25T14:00:00Z,2000-12-26,3,0,1
2000-12-25T15:00:00Z,2000-12-26,4,NA,NA
2000-12-25T16:00:00Z,2000-12-26,5,NA,NA
2000-12-25T17:00:00Z,2000-12-26,6,NA,NA
2000-12-25T18:00:00Z,2000-12-26,7,NA,NA
2000-12-25T19:00:00Z,2000-12-26,8,NA,NA
2000-12-25T20:00:00Z,2000-12-26,9,NA,NA
2000-12-25T21:00:00Z,2000-12-26,10,NA,NA
2000-12-25T22:00:00Z,2000-12-26,11,NA,NA
2000-12-25T23:00:00Z,2000-12-26,12,0,1
2000-12-26T00:00:00Z,2000-12-26,13,NA,NA
2000-12-26T01:00:00Z,2000-12-26,14,NA,NA
2000-12-26T02:00:00Z,2000-12-26,15,0,2
2000-12-26T03:00:00Z,2000-12-26,16,NA,NA
2000-12-26T04:00:00Z,2000-12-26,17,0,1
2000-12-26T05:00:00Z,2000-12-26,18,NA,NA
2000-12-26T06:00:00Z,2000-12-26,19,NA,NA
2000-12-26T07:00:00Z,2000-12-26,20,0,1
2000-12-26T08:00:00Z,2000-12-26,21,NA,NA
2000-12-26T09:00:00Z,2000-12-26,22,NA,NA
2000-12-26T10:00:00Z,2000-12-26,23,NA,NA
2000-12-26T11:00:00Z,2000-12-27,0,0,1
2000-12-26T12:00:00Z,2000-12-27,1,NA,NA
2000-12-26T13:00:00Z,2000-12-27,2,NA,NA
2000-12-26T14:00:00Z,2000-12-27,3,0,1
2000-12-26T15:00:00Z,2000-12-27,4,NA,NA
2000-12-26T16:00:00Z,2000-12-27,5,NA,NA
2000-12-26T17:00:00Z,2000-12-27,6,NA,NA
2000-12-26T18:00:00Z,2000-12-27,7,NA,NA
2000-12-26T19:00:00Z,2000-12-27,8,NA,NA
2000-12-26T20:00:00Z,2000-12-27,9,NA,NA
2000-12-26T21:00:00Z,2000-12-27,10,NA,NA
2000-12-26T22:00:00Z,2000-12-27,11,NA,NA
2000-12-26T23:00:00Z,2000-12-27,12,1,0
2000-12-27T00:00:00Z,2000-12-27,13,NA,NA
2000-12-27T01:00:00Z,2000-12-27,14,NA,NA
2000-12-27T02:00:00Z,2000-12-27,15,1,0
2000-12-27T03:00:00Z,2000-12-27,16,NA,NA
2000-12-27T04:00:00Z,2000-12-27,17,NA,NA
2000-12-27T05:00:00Z,2000-12-27,18,0,1
2000-12-27T06:00:00Z,2000-12-27,19,NA,NA
2000-12-27T07:00:00Z,2000-12-27,20,NA,NA
2000-12-27T08:00:00Z,2000-12-27,21,NA,NA
2000-12-27T09:00:00Z,2000-12-27,22,NA,NA
2000-12-27T10:00:00Z,2000-12-27,23,NA,NA
2000-12-27T11:00:00Z,2000-12-28,0,NA,NA
2000-12-27T12:00:00Z,2000-12-28,1,NA,NA
2000-12-27T13:00:00Z,2000-12-28,2,NA,NA
2000-12-27T14:00:00Z,2000-12-28,3,NA,NA
2000-12-27T15:00:00Z,2000-12-28,4,0,1
2000-12-27T16:00:00Z,2000-12-28,5,NA,NA
2000-12-27T17:00:00Z,2000-12-28,6,0,1
2000-12-27T18:00:00Z,2000-12-28,7,NA,NA
2000-12-27T19:00:00Z,2000-12-28,8,NA,NA
2000-12-27T20:00:00Z,2000-12-28,9,NA,NA
2000-12-27T21:00:00Z,2000-12-28,10,NA,NA
2000-12-27T22:00:00Z,2000-12-28,11,NA,NA
2000-12-27T23:00:00Z,2000-12-28,12,0,1
2000-12-28T00:00:00Z,2000-12-28,13,NA,NA
2000-12-28T01:00:00Z,2000-12-28,14,NA,NA
2000-12-28T02:00:00Z,2000-12-28,15,1,0
2000-12-28T03:00:00Z,2000-12-28,16,1,0
2000-12-28T04:00:00Z,2000-12-28,17,NA,NA
2000-12-28T05:00:00Z,2000-12-28,18,NA,NA
2000-12-28T06:00:00Z,2000-12-28,19,0,1
2000-12-28T07:00:00Z,2000-12-28,20,NA,NA
2000-12-28T08:00:00Z,2000-12-28,21,0,1
2000-12-28T09:00:00Z,2000-12-28,22,NA,NA
2000-12-28T10:00:00Z,2000-12-28,23,NA,NA
2000-12-28T11:00:00Z,2000-12-29,0,NA,NA
2000-12-28T12:00:00Z,2000-12-29,1,NA,NA
2000-12-28T13:00:00Z,2000-12-29,2,NA,NA
2000-12-28T14:00:00Z,2000-12-29,3,NA,NA
2000-12-28T15:00:00Z,2000-12-29,4,NA,NA
2000-12-28T16:00:00Z,2000-12-29,5,NA,NA
2000-12-28T17:00:00Z,2000-12-29,6,NA,NA
2000-12-28T18:00:00Z,2000-12-29,7,NA,NA
2000-12-28T19:00:00Z,2000-12-29,8,NA,NA
2000-12-28T20:00:00Z,2000-12-29,9,NA,NA
2000-12-28T21:00:00Z,2000-12-29,10,NA,NA
2000-12-28T22:00:00Z,2000-12-29,11,0,2
2000-12-28T23:00:00Z,2000-12-29,12,NA,NA
2000-12-29T00:00:00Z,2000-12-29,13,NA,NA
2000-12-29T01:00:00Z,2000-12-29,14,0,1
2000-12-29T02:00:00Z,2000-12-29,15,NA,NA
2000-12-29T03:00:00Z,2000-12-29,16,0,1
2000-12-29T04:00:00Z,2000-12-29,17,NA,NA
2000-12-29T05:00:00Z,2000-12-29,18,0,1
2000-12-29T06:00:00Z,2000-12-29,19,NA,NA
2000-12-29T07:00:00Z,2000-12-29,20,NA,NA
2000-12-29T08:00:00Z,2000-12-29,21,0,2
2000-12-29T09:00:00Z,2000-12-29,22,NA,NA
2000-12-29T10:00:00Z,2000-12-29,23,NA,NA
2000-12-29T11:00:00Z,2000-12-30,0,0,1
2000-12-29T12:00:00Z,2000-12-30,1,NA,NA
2000-12-29T13:00:00Z,2000-12-30,2,NA,NA
2000-12-29T14:00:00Z,2000-12-30,3,NA,NA
2000-12-29T15:00:00Z,2000-12-30,4,0,1
2000-12-29T16:00:00Z,2000-12-30,5,NA,NA
2000-12-29T17:00:00Z,2000-12-30,6,1,1
2000-12-29T18:00:00Z,2000-12-30,7,NA,NA
2000-12-29T19:00:00Z,2000-12-30,8,NA,NA
2000-12-29T20:00:00Z,2000-12-30,9,NA,NA
2000-12-29T21:00:00Z,2000-12-30,10,NA,NA
2000-12-29T22:00:00Z,2000-12-30,11,NA,NA
2000-12-29T23:00:00Z,2000-12-30,12,NA,NA
2000-12-30T00:00:00Z,2000-12-30,13,NA,NA
2000-12-30T01:00:00Z,2000-12-30,14,NA,NA
2000-12-30T02:00:00Z,2000-12-30,15,NA,NA
2000-12-30T03:00:00Z,2000-12-30,16,0,1
2000-12-30T04:00:00Z,2000-12-30,17,NA,NA
2000-12-30T05:00:00Z,2000-12-30,18,NA,NA
2000-12-30T06:00:00Z,2000-12-30,19,NA,NA
2000-12-30T07:00:00Z,2000-12-30,20,NA,NA
2000-12-30T08:00:00Z,2000-12-30,21,NA,NA
2000-12-30T09:00:00Z,2000-12-30,22,NA,NA
2000-12-30T10:00:00Z,2000-12-30,23,NA,NA
2000-12-30T11:00:00Z,2000-12-31,0,NA,NA
2000-12-30T12:00:00Z,2000-12-31,1,NA,NA
2000-12-30T13:00:00Z,2000-12-31,2,NA,NA
2000-12-30T14:00:00Z,2000-12-31,3,NA,NA
2000-12-30T15:00:00Z,2000-12-31,4,NA,NA
2000-12-30T16:00:00Z,2000-12-31,5,0,1
2000-12-30T17:00:00Z,2000-12-31,6,1,1
2000-12-30T18:00:00Z,2000-12-31,7,NA,NA
2000-12-30T19:00:00Z,2000-12-31,8,NA,NA
2000-12-30T20:00:00Z,2000-12-31,9,1,2
2000-12-30T21:00:00Z,2000-12-31,10,NA,NA
2000-12-30T22:00:00Z,2000-12-31,11,0,1
2000-12-30T23:00:00Z,2000-12-31,12,NA,NA
2000-12-31T00:00:00Z,2000-12-31,13,NA,NA
2000-12-31T01:00:00Z,2000-12-31,14,NA,NA
2000-12-31T02:00:00Z,2000-12-31,15,1,0
2000-12-31T03:00:00Z,2000-12-31,16,0,1
2000-12-31T04:00:00Z,2000-12-31,17,0,1
2000-12-31T05:00:00Z,2000-12-31,18,NA,NA
2000-12-31T06:00:00Z,2000-12-31,19,NA,NA
2000-12-31T07:00:00Z,2000-12-31,20,NA,NA
2000-12-31T08:00:00Z,2000-12-31,21,NA,NA
2000-12-31T09:00:00Z,2000-12-31,22,NA,NA
2000-12-31T10:00:00Z,2000-12-31,23,NA,NA
2000-12-31T11:00:00Z,2001-01-01,0,NA,NA
2000-12-31T12:00:00Z,2001-01-01,1,0,1
2000-12-31T13:00:00Z,2001-01-01,2,1,1
2000-12-31T14:00:00Z,2001-01-01,3,NA,NA
2000-12-31T15:00:00Z,2001-01-01,4,NA,NA
2000-12-31T16:00:00Z,2001-01-01,5,NA,NA
2000-12-31T17:00:00Z,2001-01-01,6,NA,NA
2000-12-31T18:00:00Z,2001-01-01,7,0,1
2000-12-31T19:00:00Z,2001-01-01,8,NA,NA
2000-12-31T20:00:00Z,2001-01-01,9,0,1
2000-12-31T21:00:00Z,2001-01-01,10,NA,NA
2000-12-31T22:00:00Z,2001-01-01,11,0,1
2000-12-31T23:00:00Z,2001-01-01,12,NA,NA
2001-01-01T00:00:00Z,2001-01-01,13,NA,NA
2001-01-01T01:00:00Z,2001-01-01,14,NA,NA
2001-01-01T02:00:00Z,2001-01-01,15,NA,NA
2001-01-01T03:00:00Z,2001-01-01,16,NA,NA
2001-01-01T04:00:00Z,2001-01-01,17,NA,NA
2001-01-01T05:00:00Z,2001-01-01,18,NA,NA
2001-01-01T06:00:00Z,2001-01-01,19,0,1
2001-01-01T07:00:00Z,2001-01-01,20,0,1
2001-01-01T08:00:00Z,2001-01-01,21,NA,NA
2001-01-01T09:00:00Z,2001-01-01,22,0,1
2001-01-01T10:00:00Z,2001-01-01,23,NA,NA
2001-01-01T11:00:00Z,2001-01-02,0,NA,NA
2001-01-01T12:00:00Z,2001-01-02,1,NA,NA
2001-01-01T13:00:00Z,2001-01-02,2,0,1
2001-01-01T14:00:00Z,2001-01-02,3,NA,NA
2001-01-01T15:00:00Z,2001-01-02,4,NA,NA
2001-01-01T16:00:00Z,2001-01-02,5,NA,NA
2001-01-01T17:00:00Z,2001-01-02,6,0,1
2001-01-01T18:00:00Z,2001-01-02,7,NA,NA
2001-01-01T19:00:00Z,2001-01-02,8,0,1
2001-01-01T20:00:00Z,2001-01-02,9,NA,NA
2001-01-01T21:00:00Z,2001-01-02,10,NA,NA
2001-01-01T22:00:00Z,2001-01-02,11,NA,NA
2001-01-01T23:00:00Z,2001-01-02,12,0,1
2001-01-02T00:00:00Z,2001-01-02,13,NA,NA
2001-01-02T01:00:00Z,2001-01-02,14,NA,NA
2001-01-02T02:00:00Z,2001-01-02,15,1,1
2001-01-02T03:00:00Z,2001-01-02,16,0,1
2001-01-02T04:00:00Z,2001-01-02,17,NA,NA
2001-01-02T05:00:00Z,2001-01-02,18,NA,NA
2001-01-02T06:00:00Z,2001-01-02,19,0,1
2001-01-02T07:00:00Z,2001-01-02,20,NA,NA
2001-01-02T08:00:00Z,2001-01-02,21,NA,NA
2001-01-02T09:00:00Z,2001-01-02,22,NA,NA
2001-01-02T10:00:00Z,2001-01-02,23,NA,NA
2001-01-02T11:00:00Z,2001-01-03,0,1,0
2001-01-02T12:00:00Z,2001-01-03,1,NA,NA
2001-01-02T13:00:00Z,2001-01-03,2,NA,NA
2001-01-02T14:00:00Z,2001-01-03,3,NA,NA
2001-01-02T15:00:00Z,2001-01-03,4,NA,NA
2001-01-02T16:00:00Z,2001-01-03,5,NA,NA
2001-12-24T03:00:00Z,2001-12-24,16,NA,NA
2001-12-24T04:00:00Z,2001-12-24,17,0,1
2001-12-24T05:00:00Z,2001-12-24,18,NA,NA
2001-12-24T06:00:00Z,2001-12-24,19,NA,NA
2001-12-24T07:00:00Z,2001-12-24,20,0,1
2001-12-24T08:00:00Z,2001-12-24,21,NA,NA
2001-12-24T09:00:00Z,2001-12-24,22,NA,NA
2001-12-24T10:00:00Z,2001-12-24,23,NA,NA
2001-12-24T11:00:00Z,2001-12-25,0,1,0
2001-12-24T12:00:00Z,2001-12-25,1,NA,NA
2001-12-24T13:00:00Z,2001-12-25,2,NA,NA
2001-12-24T14:00:00Z,2001-12-25,3,NA,NA
2001-12-24T15:00:00Z,2001-12-25,4,1,0
2001-12-24T16:00:00Z,2001-12-25,5,NA,NA
2001-12-24T17:00:00Z,2001-12-25,6,NA,NA
2001-12-24T18:00:00Z,2001-12-25,7,NA,NA
2001-12-24T19:00:00Z,2001-12-25,8,NA,NA
2001-12-24T20:00:00Z,2001-12-25,9,NA,NA
2001-12-24T21:00:00Z,2001-12-25,10,NA,NA
2001-12-24T22:00:00Z,2001-12-25,11,1,0
2001-12-24T23:00:00Z,2001-12-25,12,NA,NA
2001-12-25T00:00:00Z,2001-12-25,13,NA,NA
2001-12-25T01:00:00Z,2001-12-25,14,NA,NA
2001-12-25T02:00:00Z,2001-12-25,15,NA,NA
2001-12-25T03:00:00Z,2001-12-25,16,0,2
2001-12-25T04:00:00Z,2001-12-25,17,0,2
2001-12-25T05:00:00Z,2001-12-25,18,NA,NA
2001-12-25T06:00:00Z,2001-12-25,19,NA,NA
2001-12-25T07:00:00Z,2001-12-25,20,1,1
2001-12-25T08:00:00Z,2001-12-25,21,0,1
2001-12-25T09:00:00Z,2001-12-25,22,NA,NA
2001-12-25T10:00:00Z,2001-12-25,23,NA,NA
2001-12-25T11:00:00Z,2001-12-26,0,NA,NA
2001-12-25T12:00:00Z,2001-12-26,1,NA,NA
2001-12-25T13:00:00Z,2001-12-26,2,0,1
2001-12-25T14:00:00Z,2001-12-26,3,NA,NA
2001-12-25T15:00:00Z,2001-12-26,4,NA,NA
2001-12-25T16:00:00Z,2001-12-26,5,NA,NA
2001-12-25T17:00:00Z,2001-12-26,6,0,1
2001-12-25T18:00:00Z,2001-12-26,7,1,0
2001-12-25T19:00:00Z,2001-12-26,8,NA,NA
2001-12-25T20:00:00Z,2001-12-26,9,NA,NA
2001-12-25T21:00:00Z,2001-12-26,10,0,1
2001-12-25T22:00:00Z,2001-12-26,11,NA,NA
2001-12-25T23:00:00Z,2001-12-26,12,1,1
2001-12-26T00:00:00Z,2001-12-26,13,0,1
2001-12-26T01:00:00Z,2001-12-26,14,NA,NA
2001-12-26T02:00:00Z,2001-12-26,15,0,1
2001-12-26T03:00:00Z,2001-12-26,16,NA,NA
2001-12-26T04:00:00Z,2001-12-26,17,0,2
2001-12-26T05:00:00Z,2001-12-26,18,NA,NA
2001-12-26T06:00:00Z,2001-12-26,19,NA,NA
2001-12-26T07:00:00Z,2001-12-26,20,NA,NA
2001-12-26T08:00:00Z,2001-12-26,21,NA,NA
2001-12-26T09:00:00Z,2001-12-26,22,NA,NA
2001-12-26T10:00:00Z,2001-12-26,23,1,1
2001-12-26T11:00:00Z,2001-12-27,0,NA,NA
2001-12-26T12:00:00Z,2001-12-27,1,0,1
2001-12-26T13:00:00Z,2001-12-27,2,NA,NA
2001-12-26T14:00:00Z,2001-12-27,3,NA,NA
2001-12-26T15:00:00Z,2001-12-27,4,NA,NA
2001-12-26T16:00:00Z,2001-12-27,5,NA,NA
2001-12-26T17:00:00Z,2001-12-27,6,NA,NA
2001-12-26T18:00:00Z,2001-12-27,7,1,1
2001-12-26T19:00:00Z,2001-12-27,8,0,1
2001-12-26T20:00:00Z,2001-12-27,9,NA,NA
2001-12-26T21:00:00Z,2001-12-27,10,NA,NA
2001-12-26T22:00:00Z,2001-12-27,11,NA,NA
2001-12-26T23:00:00Z,2001-12-27,12,1,0
2001-12-27T00:00:00Z,2001-12-27,13,1,0
2001-12-27T01:00:00Z,2001-12-27,14,NA,NA
2001-12-27T02:00:00Z,2001-12-27,15,NA,NA
2001-12-27T03:00:00Z,2001-12-27,16,NA,NA
2001-12-27T04:00:00Z,2001-12-27,17,0,1
2001-12-27T05:00:00Z,2001-12-27,18,NA,NA
2001-12-27T06:00:00Z,2001-12-27,19,NA,NA
2001-12-27T07:00:00Z,2001-12-27,20,0,1
2001-12-27T08:00:00Z,2001-12-27,21,NA,NA
2001-12-27T09:00:00Z,2001-12-27,22,0,1
2001-12-27T10:00:00Z,2001-12-27,23,NA,NA
2001-12-27T11:00:00Z,2001-12-28,0,NA,NA
2001-12-27T12:00:00Z,2001-12-28,1,NA,NA
2001-12-27T13:00:00Z,2001-12-28,2,NA,NA
2001-12-27T14:00:00Z,2001-12-28,3,NA,NA
2001-12-27T15:00:00Z,2001-12-28,4,NA,NA
2001-12-27T16:00:00Z,2001-12-28,5,0,1
2001-12-27T17:00:00Z,2001-12-28,6,NA,NA
2001-12-27T18:00:00Z,2001-12-28,7,NA,NA
2001-12-27T19:00:00Z,2001-12-28,8,NA,NA
2001-12-27T20:00:00Z,2001-12-28,9,NA,NA
2001-12-27T21:00:00Z,2001-12-28,10,NA,NA
2001-12-27T22:00:00Z,2001-12-28,11,NA,NA
2001-12-27T23:00:00Z,2001-12-28,12,NA,NA
2001-12-28T00:00:00Z,2001-12-28,13,1,2
2001-12-28T01:00:00Z,2001-12-28,14,0,1
2001-12-28T02:00:00Z,2001-12-28,15,NA,NA
2001-12-28T03:00:00Z,2001-12-28,16,NA,NA
2001-12-28T04:00:00Z,2001-12-28,17,0,1
2001-12-28T05:00:00Z,2001-12-28,18,1,0
2001-12-28T06:00:00Z,2001-12-28,19,NA,NA
2001-12-28T07:00:00Z,2001-12-28,20,NA,NA
2001-12-28T08:00:00Z,2001-12-28,21,NA,NA
2001-12-28T09:00:00Z,2001-12-28,22,NA,NA
2001-12-28T10:00:00Z,2001-12-28,23,NA,NA
2001-12-28T11:00:00Z,2001-12-29,0,NA,NA
2001-12-28T12:00:00Z,2001-12-29,1,0,1
2001-12-28T13:00:00Z,2001-12-29,2,NA,NA
2001-12-28T14:00:00Z,2001-12-29,3,NA,NA
2001-12-28T15:00:00Z,2001-12-29,4,NA,NA
2001-12-28T16:00:00Z,2001-12-29,5,NA,NA
2001-12-28T17:00:00Z,2001-12-29,6,NA,NA
2001-12-28T18:00:00Z,2001-12-29,7,1,0
2001-12-28T19:00:00Z,2001-12-29,8,0,1
2001-12-28T20:00:00Z,2001-12-29,9,0,1
2001-12-28T21:00:00Z,2001-12-29,10,NA,NA
2001-12-28T22:00:00Z,2001-12-29,11,NA,NA
2001-12-28T23:00:00Z,2001-12-29,12,NA,NA
2001-12-29T00:00:00Z,2001-12-29,13,NA,NA
2001-12-29T01:00:00Z,2001-12-29,14,NA,NA
2001-12-29T02:00:00Z,2001-12-29,15,1,0
2001-12-29T03:00:00Z,2001-12-29,16,NA,NA
2001-12-29T04:00:00Z,2001-12-29,17,NA,NA
2001-12-29T05:00:00Z,2001-12-29,18,NA,NA
2001-12-29T06:00:00Z,2001-12-29,19,NA,NA
2001-12-29T07:00:00Z,2001-12-29,20,NA,NA
2001-12-29T08:00:00Z,2001-12-29,21,NA,NA
2001-12-29T09:00:00Z,2001-12-29,22,0,1
2001-12-29T10:00:00Z,2001-12-29,23,NA,NA
2001-12-29T11:00:00Z,2001-12-30,0,NA,NA
2001-12-29T12:00:00Z,2001-12-30,1,NA,NA
2001-12-29T13:00:00Z,2001-12-30,2,NA,NA
2001-12-29T14:00:00Z,2001-12-30,3,NA,NA
2001-12-29T15:00:00Z,2001-12-30,4,NA,NA
2001-12-29T16:00:00Z,2001-12-30,5,NA,NA
2001-12-29T17:00:00Z,2001-12-30,6,NA,NA
2001-12-29T18:00:00Z,2001-12-30,7,NA,NA
2001-12-29T19:00:00Z,2001-12-30,8,NA,NA
2001-12-29T20:00:00Z,2001-12-30,9,1,0
2001-12-29T21:00:00Z,2001-12-30,10,NA,NA
2001-12-29T22:00:00Z,2001-12-30,11,0,1
2001-12-29T23:00:00Z,2001-12-30,12,NA,NA
2001-12-30T00:00:00Z,2001-12-30,13,NA,NA
2001-12-30T01:00:00Z,2001-12-30,14,NA,NA
2001-12-30T02:00:00Z,2001-12-30,15,NA,NA
2001-12-30T03:00:00Z,2001-12-30,16,NA,NA
2001-12-30T04:00:00Z,2001-12-30,17,NA,NA
2001-12-30T05:00:00Z,2001-12-30,18,NA,NA
2001-12-30T06:00:00Z,2001-12-30,19,NA,NA
2001-12-30T07:00:00Z,2001-12-30,20,NA,NA
2001-12-30T08:00:00Z,2001-12-30,21,NA,NA
2001-12-30T09:00:00Z,2001-12-30,22,NA,NA
2001-12-30T10:00:00Z,2001-12-30,23,NA,NA
2001-12-30T11:00:00Z,2001-12-31,0,NA,NA
2001-12-30T12:00:00Z,2001-12-31,1,NA,NA
2001-12-30T13:00:00Z,2001-12-31,2,NA,NA
2001-12-30T14:00:00Z,2001-12-31,3,NA,NA
2001-12-30T15:00:00Z,2001-12-31,4,NA,NA
2001-12-30T16:00:00Z,2001-12-31,5,NA,NA
2001-12-30T17:00:00Z,2001-12-31,6,0,1
2001-12-30T18:00:00Z,2001-12-31,7,NA,NA
2001-12-30T19:00:00Z,2001-12-31,8,NA,NA
2001-12-30T20:00:00Z,2001-12-31,9,NA,NA
2001-12-30T21:00:00Z,2001-12-31,10,NA,NA
2001-12-30T22:00:00Z,2001-12-31,11,NA,NA
2001-12-30T23:00:00Z,2001-12-31,12,0,1
2001-12-31T00:00:00Z,2001-12-31,13,NA,NA
2001-12-31T01:00:00Z,2001-12-31,14,NA,NA
2001-12-31T02:00:00Z,2001-12-31,15,1,0
2001-12-31T03:00:00Z,2001-12-31,16,0,1
2001-12-31T04:00:00Z,2001-12-31,17,NA,NA
2001-12-31T05:00:00Z,2001-12-31,18,NA,NA
2001-12-31T06:00:00Z,2001-12-31,19,1,0
2001-12-31T07:00:00Z,2001-12-31,20,NA,NA
2001-12-31T08:00:00Z,2001-12-31,21,NA,NA
2001-12-31T09:00:00Z,2001-12-31,22,NA,NA
2001-12-31T10:00:00Z,2001-12-31,23,NA,NA
2001-12-31T11:00:00Z,2002-01-01,0,NA,NA
2001-12-31T12:00:00Z,2002-01-01,1,NA,NA
2001-12-31T13:00:00Z,2002-01-01,2,NA,NA
2001-12-31T14:00:00Z,2002-01-01,3,0,1
2001-12-31T15:00:00Z,2002-01-01,4,0,1
2001-12-31T16:00:00Z,2002-01-01,5,NA,NA
2001-12-31T17:00:00Z,2002-01-01,6,0,2
2001-12-31T18:00:00Z,2002-01-01,7,0,1
2001-12-31T19:00:00Z,2002-01-01,8,NA,NA
2001-12-31T20:00:00Z,2002-01-01,9,NA,NA
2001-12-31T21:00:00Z,2002-01-01,10,NA,NA
2001-12-31T22:00:00Z,2002-01-01,11,0,1
2001-12-31T23:00:00Z,2002-01-01,12,0,1
2002-01-01T00:00:00Z,2002-01-01,13,NA,NA
2002-01-01T01:00:00Z,2002-01-01,14,NA,NA
2002-01-01T02:00:00Z,2002-01-01,15,0,1
2002-01-01T03:00:00Z,2002-01-01,16,NA,NA
2002-01-01T04:00:00Z,2002-01-01,17,0,2
2002-01-01T05:00:00Z,2002-01-01,18,NA,NA
2002-01-01T06:00:00Z,2002-01-01,19,NA,NA
2002-01-01T07:00:00Z,2002-01-01,20,NA,NA
2002-01-01T08:00:00Z,2002-01-01,21,NA,NA
2002-01-01T09:00:00Z,2002-01-01,22,NA,NA
2002-01-01T10:00:00Z,2002-01-01,23,NA,NA
2002-01-01T11:00:00Z,2002-01-02,0,NA,NA
2002-01-01T12:00:00Z,2002-01-02,1,NA,NA
2002-01-01T13:00:00Z,2002-01-02,2,NA,NA
2002-01-01T14:00:00Z,2002-01-02,3,NA,NA
2002-01-01T15:00:00Z,2002-01-02,4,NA,NA
2002-01-01T16:00:00Z,2002-01-02,5,NA,NA
2002-01-01T17:00:00Z,2002-01-02,6,NA,NA
2002-01-01T18:00:00Z,2002-01-02,7,0,1
2002-01-01T19:00:00Z,2002-01-02,8,NA,NA
2002-01-01T20:00:00Z,2002-01-02,9,0,1
2002-01-01T21:00:00Z,2002-01-02,10,NA,NA
2002-01-01T22:00:00Z,2002-01-02,11,NA,NA
2002-01-01T23:00:00Z,2002-01-02,12,NA,NA
2002-01-02T00:00:00Z,2002-01-02,13,NA,NA
2002-01-02T01:00:00Z,2002-01-02,14,NA,NA
2002-01-02T02:00:00Z,2002-01-02,15,NA,NA
2002-01-02T03:00:00Z,2002-01-02,16,0,1
2002-01-02T04:00:00Z,2002-01-02,17,0,1
2002-01-02T05:00:00Z,2002-01-02,18,NA,NA
2002-01-02T06:00:00Z,2002-01-02,19,NA,NA
2002-01-02T07:00:00Z,2002-01-02,20,NA,NA
2002-01-02T08:00:00Z,2002-01-02,21,NA,NA
2002-01-02T09:00:00Z,2002-01-02,22,NA,NA
2002-01-02T10:00:00Z,2002-01-02,23,0,2
2002-01-02T11:00:00Z,2002-01-03,0,NA,NA
2002-01-02T12:00:00Z,2002-01-03,1,NA,NA
2002-01-02T13:00:00Z,2002-01-03,2,NA,NA
2002-01-02T14:00:00Z,2002-01-03,3,NA,NA
2002-01-02T15:00:00Z,2002-01-03,4,NA,NA
2002-01-02T16:00:00Z,2002-01-03,5,NA,NA
2002-12-24T03:00:00Z,2002-12-24,16,NA,NA
2002-12-24T04:00:00Z,2002-12-24,17,NA,NA
2002-12-24T05:00:00Z,2002-12-24,18,NA,NA
2002-12-24T06:00:00Z,2002-12-24,19,1,0
2002-12-24T07:00:00Z,2002-12-24,20,0,1
2002-12-24T08:00:00Z,2002-12-24,21,NA,NA
2002-12-24T09:00:00Z,2002-12-24,22,NA,NA
2002-12-24T10:00:00Z,2002-12-24,23,NA,NA
2002-12-24T11:00:00Z,2002-12-25,0,NA,NA
2002-12-24T12:00:00Z,2002-12-25,1,0,1
2002-12-24T13:00:00Z,2002-12-25,2,NA,NA
2002-12-24T14:00:00Z,2002-12-25,3,NA,NA
2002-12-24T15:00:00Z,2002-12-25,4,NA,NA
